500, 0.066738
501, 0.056782
502, 0.057236
503, 0.057245
504, 0.057649
505, 0.057718
506, 0.058024
507, 0.058150
508, 0.058495
509, 0.058650
510, 0.058953
511, 0.059073
512, 0.059443
513, 0.059534
514, 0.059982
515, 0.059967
516, 0.060386
517, 0.060472
518, 0.060824
519, 0.060988
520, 0.061291
521, 0.061425
522, 0.061778
523, 0.061894
524, 0.062265
525, 0.062361
526, 0.062729
527, 0.062873
528, 0.063311
529, 0.063369
530, 0.063752
531, 0.063770
532, 0.064182
533, 0.064272
534, 0.064686
535, 0.064755
536, 0.065221
537, 0.065257
538, 0.065601
539, 0.065741
540, 0.066126
541, 0.066177
542, 0.066574
543, 0.066699
544, 0.067122
545, 0.067227
546, 0.067583
547, 0.067649
548, 0.068104
549, 0.068212
550, 0.068539
551, 0.068762
552, 0.069089
553, 0.069184
554, 0.069557
555, 0.069667
556, 0.070114
557, 0.070247
558, 0.070656
559, 0.070814
560, 0.071056
561, 0.071208
562, 0.071630
563, 0.071697
564, 0.072128
565, 0.072252
566, 0.072620
567, 0.072737
568, 0.073168
569, 0.073272
570, 0.073690
571, 0.073693
572, 0.074179
573, 0.074290
574, 0.074667
575, 0.074871
576, 0.075155
577, 0.075322
578, 0.075700
579, 0.075819
580, 0.076323
581, 0.076395
582, 0.076786
583, 0.076839
584, 0.077312
585, 0.077404
586, 0.077871
587, 0.077924
588, 0.078393
589, 0.078434
590, 0.078916
591, 0.078959
592, 0.079443
593, 0.079559
594, 0.079965
595, 0.080081
596, 0.080518
597, 0.080588
598, 0.081054
599, 0.081175
600, 0.081562
601, 0.081756
602, 0.082073
603, 0.082287
604, 0.082697
605, 0.082796
606, 0.083264
607, 0.083393
608, 0.083736
609, 0.083922
610, 0.084423
611, 0.084420
612, 0.084885
613, 0.085080
614, 0.085386
615, 0.085529
616, 0.086028
617, 0.086171
618, 0.086528
619, 0.086631
620, 0.087090
621, 0.087228
622, 0.087667
623, 0.087783
624, 0.088242
625, 0.088359
626, 0.088862
627, 0.088928
628, 0.089381
629, 0.089468
630, 0.089993
631, 0.090039
632, 0.090511
633, 0.090621
634, 0.091103
635, 0.091230
636, 0.091673
637, 0.091799
638, 0.092228
639, 0.092381
640, 0.092827
641, 0.092937
642, 0.093373
643, 0.093550
644, 0.093905
645, 0.094097
646, 0.094604
647, 0.094636
648, 0.095119
649, 0.095330
650, 0.095744
651, 0.095901
652, 0.096329
653, 0.096325
654, 0.096905
655, 0.097069
656, 0.097511
657, 0.097649
658, 0.098127
659, 0.098275
660, 0.098661
661, 0.098829
662, 0.099329
663, 0.099448
664, 0.099872
665, 0.100019
666, 0.100493
667, 0.100639
668, 0.100981
669, 0.101218
670, 0.101709
671, 0.101873
672, 0.102231
673, 0.102505
674, 0.102910
675, 0.103050
676, 0.103581
677, 0.103709
678, 0.104203
679, 0.104250
680, 0.104759
681, 0.104887
682, 0.105342
683, 0.105515
684, 0.105900
685, 0.106089
686, 0.106646
687, 0.106746
688, 0.107237
689, 0.107420
690, 0.107793
691, 0.108034
692, 0.108422
693, 0.108710
694, 0.109008
695, 0.109253
696, 0.109765
697, 0.109843
698, 0.110385
699, 0.110507
700, 0.110979
701, 0.111156
702, 0.111660
703, 0.111705
704, 0.112364
705, 0.112393
706, 0.112912
