30,500, 0.012070
30,1000, 0.231458
30,1500, 0.237962
30,2000, 0.129439
30,2500, 0.201382
30,3000, 0.289403
30,3500, 0.395704
30,4000, 0.516420
30,4500, 0.653071
30,5000, 0.805760
30,5500, 0.971653
30,6000, 1.157670
30,6500, 1.358652
30,7000, 1.574033
30,7500, 1.811216
30,8000, 2.057989
30,8500, 2.324110
30,9000, 2.608248
30,9500, 2.899663
30,10000, 3.222142
30,10500, 3.544192
30,11000, 3.888914
30,11500, 4.278977
30,12000, 4.664565
30,12500, 5.063002
30,13000, 5.467747
30,13500, 5.857307
30,14000, 6.305086
30,14500, 6.796561
30,15000, 7.280320
30,15500, 7.750651
30,16000, 8.292008
30,16500, 8.802733
30,17000, 9.305569
30,17500, 9.916641
30,18000, 10.463060
30,18500, 11.017106
30,19000, 11.657950
30,19500, 12.324901
30,20000, 12.910349
