13,500, 0.024434
13,501, 0.017190
13,502, 0.017387
13,503, 0.017333
13,504, 0.017451
13,505, 0.017589
13,506, 0.017547
13,507, 0.017745
13,508, 0.017624
13,509, 0.017840
13,510, 0.017877
13,511, 0.017923
13,512, 0.018130
13,513, 0.018011
13,514, 0.018228
13,515, 0.018185
13,516, 0.018294
13,517, 0.018460
13,518, 0.018379
13,519, 0.018648
13,520, 0.018486
13,521, 0.018703
13,522, 0.018739
13,523, 0.018823
13,524, 0.018961
13,525, 0.018894
13,526, 0.019103
13,527, 0.019011
13,528, 0.019175
13,529, 0.019306
13,530, 0.019261
13,531, 0.019448
13,532, 0.019378
13,533, 0.019561
13,534, 0.019611
13,535, 0.019681
13,536, 0.019880
13,537, 0.019745
13,538, 0.019962
13,539, 0.019931
13,540, 0.020062
13,541, 0.020185
13,542, 0.020132
13,543, 0.020405
13,544, 0.020249
13,545, 0.020499
13,546, 0.020484
13,547, 0.020568
13,548, 0.020753
13,549, 0.020691
13,550, 0.020855
13,551, 0.020825
13,552, 0.020982
13,553, 0.021105
13,554, 0.021045
13,555, 0.021281
13,556, 0.021155
13,557, 0.021406
13,558, 0.021412
13,559, 0.021479
13,560, 0.021677
13,561, 0.021591
13,562, 0.021777
13,563, 0.021768
13,564, 0.021889
13,565, 0.022067
13,566, 0.021967
13,567, 0.022221
13,568, 0.022071
13,569, 0.022305
13,570, 0.022366
13,571, 0.022396
13,572, 0.022631
13,573, 0.022540
13,574, 0.022737
13,575, 0.022704
13,576, 0.022821
13,577, 0.022987
13,578, 0.022918
13,579, 0.023160
13,580, 0.023040
13,581, 0.023317
13,582, 0.023279
13,583, 0.023361
13,584, 0.023569
13,585, 0.023449
13,586, 0.023679
13,587, 0.023638
13,588, 0.023787
13,589, 0.023932
13,590, 0.023881
13,591, 0.024128
13,592, 0.024039
13,593, 0.024260
13,594, 0.024269
13,595, 0.024335
13,596, 0.024525
13,597, 0.024419
13,598, 0.024651
13,599, 0.024624
13,600, 0.024732
13,601, 0.024939
13,602, 0.024838
13,603, 0.025124
13,604, 0.024971
13,605, 0.025218
13,606, 0.025237
13,607, 0.025343
13,608, 0.025544
13,609, 0.025434
13,610, 0.025677
13,611, 0.025602
13,612, 0.025807
13,613, 0.025927
13,614, 0.025872
13,615, 0.026127
13,616, 0.025961
13,617, 0.026237
13,618, 0.026291
13,619, 0.026333
13,620, 0.026554
13,621, 0.026447
13,622, 0.026663
13,623, 0.026608
13,624, 0.026772
13,625, 0.026914
13,626, 0.026885
13,627, 0.027174
13,628, 0.026997
13,629, 0.027264
13,630, 0.027281
13,631, 0.027362
13,632, 0.027596
13,633, 0.027449
13,634, 0.027722
13,635, 0.027639
13,636, 0.027820
13,637, 0.027984
13,638, 0.027922
13,639, 0.028199
13,640, 0.028039
13,641, 0.028301
13,642, 0.028343
13,643, 0.028436
13,644, 0.028681
13,645, 0.028526
13,646, 0.028779
13,647, 0.028737
13,648, 0.028902
13,649, 0.029085
13,650, 0.029009
13,651, 0.029271
13,652, 0.029094
13,653, 0.029370
13,654, 0.029430
13,655, 0.029469
13,656, 0.029721
13,657, 0.029573
13,658, 0.029856
13,659, 0.029810
13,660, 0.029958
13,661, 0.030137
13,662, 0.030057
13,663, 0.030366
13,664, 0.030168
13,665, 0.030487
13,666, 0.030492
13,667, 0.030635
13,668, 0.030807
13,669, 0.030695
13,670, 0.030960
13,671, 0.030871
13,672, 0.031045
13,673, 0.031250
13,674, 0.031163
13,675, 0.031463
13,676, 0.031296
13,677, 0.031568
13,678, 0.031626
13,679, 0.031713
13,680, 0.031964
13,681, 0.031837
13,682, 0.032077
13,683, 0.032036
13,684, 0.032169
13,685, 0.032356
13,686, 0.032296
13,687, 0.032570
13,688, 0.032418
13,689, 0.032731
13,690, 0.032698
13,691, 0.032816
13,692, 0.033058
13,693, 0.032911
13,694, 0.033188
13,695, 0.033154
13,696, 0.033336
13,697, 0.033494
13,698, 0.033442
13,699, 0.033696
13,700, 0.033555
13,701, 0.033856
13,702, 0.033896
13,703, 0.033957
13,704, 0.034248
13,705, 0.034101
13,706, 0.034349
13,707, 0.034294
13,708, 0.034482
13,709, 0.034651
13,710, 0.034605
13,711, 0.034894
13,712, 0.034683
13,713, 0.035002
13,714, 0.035029
13,715, 0.035138
13,716, 0.035378
13,717, 0.035250
13,718, 0.035573
13,719, 0.035444
13,720, 0.035647
13,721, 0.035830
13,722, 0.035780
13,723, 0.036084
13,724, 0.035905
13,725, 0.036224
13,726, 0.036202
13,727, 0.036336
13,728, 0.036615
13,729, 0.036469
13,730, 0.036692
13,731, 0.036682
13,732, 0.036872
13,733, 0.037038
13,734, 0.036996
13,735, 0.037284
13,736, 0.037085
13,737, 0.037412
13,738, 0.037444
13,739, 0.037618
13,740, 0.037804
13,741, 0.037694
13,742, 0.037943
13,743, 0.037899
13,744, 0.038079
13,745, 0.038255
13,746, 0.038186
13,747, 0.038530
13,748, 0.038328
13,749, 0.038676
13,750, 0.038665
13,751, 0.038766
13,752, 0.039066
13,753, 0.038925
13,754, 0.039209
13,755, 0.039138
13,756, 0.039309
13,757, 0.039515
13,758, 0.039468
13,759, 0.039795
13,760, 0.039607
13,761, 0.039892
13,762, 0.039939
13,763, 0.040040
13,764, 0.040283
13,765, 0.040161
13,766, 0.040488
13,767, 0.040433
13,768, 0.040592
13,769, 0.040815
13,770, 0.040710
13,771, 0.041062
13,772, 0.040884
13,773, 0.041224
13,774, 0.041211
13,775, 0.041313
13,776, 0.041600
13,777, 0.041476
13,778, 0.041739
13,779, 0.041691
13,780, 0.041859
13,781, 0.042095
13,782, 0.041991
13,783, 0.042310
13,784, 0.042133
13,785, 0.042433
13,786, 0.042477
13,787, 0.042636
13,788, 0.042910
13,789, 0.042794
13,790, 0.043049
13,791, 0.042973
13,792, 0.043171
13,793, 0.043424
13,794, 0.043311
13,795, 0.043664
13,796, 0.043444
13,797, 0.043788
13,798, 0.043829
13,799, 0.043961
13,800, 0.044215
13,801, 0.044066
13,802, 0.044363
13,803, 0.044307
13,804, 0.044515
13,805, 0.044737
13,806, 0.044653
13,807, 0.044974
13,808, 0.044770
13,809, 0.045138
13,810, 0.045169
13,811, 0.045259
13,812, 0.045541
13,813, 0.045384
13,814, 0.045698
13,815, 0.045602
13,816, 0.045806
13,817, 0.046010
13,818, 0.045957
13,819, 0.046349
13,820, 0.046099
13,821, 0.046479
13,822, 0.046528
13,823, 0.046627
13,824, 0.046898
13,825, 0.046759
13,826, 0.047025
13,827, 0.046978
13,828, 0.047188
13,829, 0.047451
13,830, 0.047357
13,831, 0.047712
13,832, 0.047481
13,833, 0.047857
13,834, 0.047858
13,835, 0.047934
13,836, 0.048337
13,837, 0.048096
13,838, 0.048413
13,839, 0.048332
13,840, 0.048589
13,841, 0.048786
13,842, 0.048723
13,843, 0.049102
13,844, 0.048806
13,845, 0.049234
13,846, 0.049228
13,847, 0.049363
13,848, 0.049649
13,849, 0.049490
13,850, 0.049791
13,851, 0.049782
13,852, 0.049979
13,853, 0.050138
13,854, 0.050118
13,855, 0.050460
13,856, 0.050272
13,857, 0.050667
13,858, 0.050639
13,859, 0.050760
13,860, 0.051067
13,861, 0.050918
13,862, 0.051262
13,863, 0.051195
13,864, 0.051395
13,865, 0.051617
13,866, 0.051556
13,867, 0.051897
13,868, 0.051703
13,869, 0.052057
13,870, 0.052130
13,871, 0.052214
13,872, 0.052562
13,873, 0.052362
13,874, 0.052696
13,875, 0.052646
13,876, 0.052822
13,877, 0.053075
13,878, 0.052958
13,879, 0.053313
13,880, 0.053136
13,881, 0.053513
13,882, 0.053528
13,883, 0.053627
13,884, 0.053991
13,885, 0.053747
13,886, 0.054138
13,887, 0.054141
13,888, 0.054317
13,889, 0.054466
13,890, 0.054414
13,891, 0.054823
13,892, 0.054552
13,893, 0.054973
13,894, 0.054966
13,895, 0.055099
13,896, 0.055430
13,897, 0.055219
13,898, 0.055580
13,899, 0.055512
13,900, 0.055751
13,901, 0.055944
13,902, 0.055881
13,903, 0.056240
13,904, 0.056092
13,905, 0.056429
13,906, 0.056452
13,907, 0.056536
13,908, 0.056905
13,909, 0.056730
13,910, 0.057073
13,911, 0.056997
13,912, 0.057251
13,913, 0.057505
13,914, 0.057409
13,915, 0.057778
13,916, 0.057553
13,917, 0.057900
13,918, 0.057987
13,919, 0.058061
13,920, 0.058432
13,921, 0.058240
13,922, 0.058573
13,923, 0.058509
13,924, 0.058754
13,925, 0.058969
13,926, 0.058862
13,927, 0.059322
13,928, 0.059047
13,929, 0.059475
13,930, 0.059509
13,931, 0.059638
13,932, 0.059938
13,933, 0.059784
13,934, 0.060105
13,935, 0.060078
13,936, 0.060288
13,937, 0.060534
13,938, 0.060423
13,939, 0.060810
13,940, 0.060631
13,941, 0.061022
13,942, 0.061108
13,943, 0.061169
13,944, 0.061503
13,945, 0.061281
13,946, 0.061647
13,947, 0.061579
13,948, 0.061828
13,949, 0.062060
13,950, 0.061967
