5,500, 0.041997
5,1000, 0.145794
5,1500, 0.327830
5,2000, 0.583330
5,2500, 0.911922
5,3000, 1.313940
5,3500, 1.790638
5,4000, 2.339632
5,4500, 2.962688
5,5000, 3.659507
5,5500, 4.428653
5,6000, 5.272786
5,6500, 6.190137
5,7000, 7.180997
5,7500, 8.244726
5,8000, 9.380134
5,8500, 10.592422
5,9000, 11.877048
5,9500, 13.234601
5,10000, 14.672163
5,10500, 16.178991
5,11000, 17.757790
5,11500, 19.411205
5,12000, 21.138564
5,12500, 22.937655
5,13000, 24.818671
5,13500, 26.767881
5,14000, 28.798358
5,14500, 30.894855
5,15000, 33.054891
5,15500, 35.324922
5,16000, 37.636624
5,16500, 40.010502
5,17000, 42.493545
5,17500, 45.043359
5,18000, 47.649099
5,18500, 50.336877
5,19000, 53.080298
5,19500, 55.933283
5,20000, 58.839520
