23,500, 0.027102
23,1000, 0.029224
23,1500, 0.058993
23,2000, 0.101446
23,2500, 0.154805
23,3000, 0.220472
23,3500, 0.297862
23,4000, 0.384869
23,4500, 0.485700
23,5000, 0.797982
23,5500, 0.720351
23,6000, 0.875253
23,6500, 1.022484
23,7000, 1.188565
23,7500, 1.549808
23,8000, 1.730904
23,8500, 1.741510
23,9000, 1.948928
23,9500, 2.358778
23,10000, 2.395753
23,10500, 2.628482
23,11000, 3.082018
23,11500, 3.350632
23,12000, 3.635886
23,12500, 3.935253
23,13000, 4.440158
23,13500, 4.563131
23,14000, 4.889767
23,14500, 5.234477
23,15000, 5.411775
23,15500, 5.953613
23,16000, 6.143443
23,16500, 6.715153
23,17000, 7.119421
23,17500, 7.346272
23,18000, 7.963785
23,18500, 8.405600
23,19000, 9.474819
23,19500, 11.792902
23,20000, 15.394016
